designation,name,absolute_magnitude_h,estimated_diameter_min_km,estimated_diameter_max_km,miss_distance_min_au,miss_distance_mean_au,relative_velocity_max_kms,n_close_approaches,is_potentially_hazardous_asteroid
474163,474163 (1999 SO5),20.81,0.1830437804,0.4092983358,0.0165519341,0.1287319973285714,9.3251171171,35,1
474554,474554 (2003 YQ94),17.54,0.8251919385,1.845185269,0.1497651345,0.15544384372857142,12.0996997801,7,0
474585,474585 (2004 HC2),19.66,0.3108529381,0.6950883007,0.0673705831,0.11366762261818181,30.4760287669,11,0
474613,474613 (2004 TL19),21.05,0.1638909515,0.3664713084,0.1310712246,0.17252130806666666,9.779004584,3,0
475950,475950 (2007 FE1),18.85,0.4513931628,1.0093457967,0.0975816249,0.22958746271739133,20.8252080834,23,0
477327,477327 (2009 TB8),18.32,0.5761757511,1.2883681464,0.0699287694,0.26307446075624996,35.1262052779,32,0
477719,477719 (2010 SG15),25.26,0.0235806068,0.0527278398,0.088165154,0.2026752993736842,18.0366299529,19,0
479325,479325 (2013 TV5),19.23,0.3789264984,0.8473054089,0.1200664691,0.1471502980636364,12.4994165857,11,0
480817,480817 (1998 SJ2),18.25,0.5950520786,1.330576898,0.1756544935,0.185844606375,7.7345396624,4,0
480820,480820 (1998 VF32),20.97,0.1700415193,0.3802243961,0.0367836072,0.34365312436092715,30.433805584,151,1
480823,480823 (1998 YW5),20.2,0.2424124811,0.5420507863,0.1269510718,0.1531526299409091,24.3989163258,22,0
480922,480922 (2002 XP37),20.59,0.2025606009,0.4529392731,0.1616467327,0.34167648004155826,22.3059743606,154,0
480936,480936 (2003 QH5),20.27,0.2347226375,0.5248557734,0.0186355879,0.07297767724285713,12.488788121,14,1
481027,481027 (2004 XN44),18.66,0.4926687055,1.1016407159,0.1065318729,0.3189369582,23.4583070332,14,0
481052,481052 (2005 HD4),20.57,0.204434871,0.4571302686,0.0699968785,0.2561091493925926,18.9238371388,27,0
481457,481457 (2006 XD2),21.11,0.1594244681,0.3564839479,0.0266663333,0.24484055192631582,26.859849416,76,1
481775,481775 (2008 SX7),18.43,0.5477154309,1.2247289359,0.2522643267,0.34923287085714294,4.8376489719,14,0
481984,481984 Cernunnos (2009 KL2),18.01,0.6645917971,1.4860724357,0.179966091,0.18365977705,7.265256038,2,0
482467,482467 (2012 LK9),17.98,0.67383719,1.5067457626,0.0279383291,0.10872178600714286,17.2261241677,14,1
482562,482562 (2012 VN82),20.05,0.2597496533,0.580817882,0.1134614784,0.2557418054531916,27.4550732936,47,0
483422,483422 (2000 CE59),20.53,0.208235599,0.4656289548,0.0450371678,0.28035997528969075,18.4014332773,97,1
470004,470004 (2006 MJ10),18.64,0.4972273129,1.1118340719,0.1531751418,0.17674055734375,27.0386363097,16,0
470951,470951 (2009 LS),17.98,0.67383719,1.5067457626,0.0903397597,0.131742480025,26.4387215675,12,0
470975,470975 (2009 SC15),21.43,0.1375798959,0.3076379996,0.0726591343,0.36016082568247426,13.5083861026,97,0
471083,471083 (2009 XF2),20.04,0.2609486033,0.5834988155,0.0631937441,0.12179852806153844,12.8297408362,13,0
471956,471956 (2013 SC25),19.26,0.3737274319,0.8356799428,0.0685374481,0.12986086971250002,25.1263771235,16,0
471984,471984 (2013 UE3),22.86,0.0712122941,0.1592355304,0.0244253619,0.20646431677798174,21.6741446083,109,0
474231,474231 (2001 HZ7),20.02,0.263363131,0.5888978636,0.0484386789,0.11754528227199998,18.4154767475,25,1
474238,474238 (2001 RU17),21.51,0.1326034968,0.2965104328,0.109149374,0.26275856774687506,21.6920294099,128,0
474474,474474 (2003 SJ215),19.62,0.3166321257,0.708010957,0.2864330993,0.37368199493571425,3.4679689149,14,0
475462,475462 (2006 SW5),19.03,0.4154846434,0.9290519063,0.1776135405,0.18709264958,7.0123691158,5,0
476601,476601 (2008 SE85),19.8,0.2914439045,0.6516883822,0.0341741667,0.30571913914047616,31.4094965059,42,1
477465,477465 (2009 XZ1),21.7,0.1214940408,0.2716689341,0.0406554655,0.13460582087551018,21.9953527206,49,1
477490,477490 (2010 CG18),20.59,0.2025606009,0.4529392731,0.1292425873,0.33037640679268304,6.471076274,41,0
477762,477762 (2010 XZ67),19.74,0.2996090839,0.6699462782,0.063861232,0.0928107255,9.7751754667,5,0
479345,479345 (2013 WY67),19.22,0.3806755436,0.8512163929,0.1324834666,0.1467951081529412,15.8407538145,17,0
480808,480808 (1994 XL1),20.64,0.1979497587,0.4426291165,0.036220831,0.23983420245390627,28.6540429103,128,1
480822,480822 (1998 YM4),19.67,0.3094246986,0.69189466,0.0502610213,0.11034624185454546,29.8658956001,22,1
480858,480858 (2001 PT9),20.89,0.1764229081,0.3944936153,0.0287220728,0.11063369440384616,17.8995853533,26,1
480883,480883 (2001 YE4),20.9,0.1756123185,0.3926810818,0.0299162889,0.09314113922638889,18.9865825038,72,1
480984,480984 (2003 YR70),20.15,0.2480589932,0.5546767711,0.1005211101,0.27660003751578943,16.6231400899,19,0
481127,481127 (2005 UJ6),21.5,0.1332155667,0.2978790628,0.1239556339,0.3313109698934425,27.9761751978,122,0
481381,481381 (2006 OS5),18.4,0.5553349116,1.2417666126,0.3167182503,0.38594119675000005,20.8540219604,8,0
481482,481482 (2007 CA19),17.58,0.8101304882,1.8115068424,0.0514560076,0.3079572920148148,41.9014490874,27,1
481532,481532 (2007 LE),19.61,0.3180936332,0.7112789871,0.0478343094,0.10588230472222221,22.8876477586,9,1
470678,470678 (2008 SS251),21.17,0.1550797087,0.3467687706,0.161365972,0.17081293214999999,5.0874157041,2,0
471241,471241 (2011 BX18),18.58,0.5111577815,1.1429835468,0.0788266849,0.12629639872,19.7396879848,5,1
471323,471323 (2011 KW15),19.39,0.3520099801,0.7871182442,0.0438575732,0.28593291105842694,32.5492776464,89,1
471487,471487 (2011 VS5),19.75,0.2982325052,0.6668681546,0.1583338906,0.28727322373780484,26.1785055514,82,0
472263,472263 (2014 RP12),18.31,0.5788352575,1.2943149835,0.0912529882,0.3136606662117117,31.4115809164,111,0
474179,474179 (1999 VS6),19.08,0.4060270583,0.907904103,0.1202721387,0.28441767591374995,23.6640841036,80,0
476093,476093 (2007 TC66),19.58,0.3225187565,0.7211738634,0.107416925,0.29000950396976743,34.0417187705,43,0
477162,477162 (2009 ES),20.71,0.191670368,0.428587972,0.0410419969,0.32526609298095244,26.5415647268,42,1
477491,477491 (2010 CD19),17.99,0.6707411893,1.4998228946,0.0731190383,0.25308045088125003,26.54173887,16,0
477519,477519 (2010 DJ56),19.14,0.3949616937,0.8831611957,0.0574409919,0.10939670886875003,21.1897761329,16,1
477588,477588 (2010 JD87),19.39,0.3520099801,0.7871182442,0.2757629494,0.4063712395453124,30.964830106,64,0
480885,480885 (2002 AC29),17.97,0.6769474811,1.513700585,0.0740908354,0.1163577032875,21.3430881694,8,0
481327,481327 (2006 BB27),19.9,0.2783267681,0.6223575734,0.0544769299,0.0828168513,16.1569415799,10,1
481965,481965 (2009 EB1),20.69,0.193443872,0.4325536477,0.1987913877,0.19931663789999998,14.9824733606,3,0
482054,482054 (2010 AE),19.47,0.3392774354,0.7586474087,0.1432980274,0.1712840223333333,14.9535876361,12,0
482766,482766 (2013 GF69),19.53,0.3300311834,0.7379721607,0.0240704064,0.0976829635,14.0907610409,11,1
481394,481394 (2006 SF6),19.98,0.2682594171,0.5998462923,0.0183971315,0.12154898621590907,14.1919382607,44,1
481543,481543 (2007 RN7),21.7,0.1214940408,0.2716689341,0.175988948,0.1863974012777778,5.1259237227,9,0
481989,481989 (2009 QB35),19.93,0.2745079817,0.6138185073,0.2515238143,0.33567946867500015,12.2499693214,16,0
482049,482049 (2009 XG8),18.81,0.4597851883,1.028110936,0.1696612105,0.29525000268064516,31.7991847436,31,0
482234,482234 (2011 CG71),22.52,0.0832827346,0.1862258558,0.117571839,0.34763195872987,7.321720445,77,0
482488,482488 (2012 SW20),19.77,0.2954982931,0.6607542706,0.0474303404,0.2241916981318182,28.7437108099,22,1
482505,482505 (2012 TQ78),19.54,0.3285148278,0.7345814866,0.0816011338,0.13148527293703705,16.1619829741,27,0
482718,482718 (2013 ET9),21.1,0.160160338,0.358129403,0.1648914782,0.31784431012765957,14.1060702281,94,0
482796,482796 (2013 QJ10),19.6,0.3195618867,0.7145621017,0.0258040692,0.34491730115153385,29.986655317,163,1
483459,483459 (2002 EM6),20.31,0.2304384666,0.5152760759,0.1100124568,0.14485633700909092,18.557451785,22,0
483508,483508 (2003 CR1),20.02,0.263363131,0.5888978636,0.0503039625,0.23997901559230764,27.9844792725,52,1
483656,483656 (2005 ES70),23.77,0.0468333233,0.1047224945,0.0535279973,0.09802769077866667,16.225473665,75,0
483989,483989 (2006 CY10),20.4,0.2210828104,0.4943561926,0.0384475284,0.21741107893157893,19.9875721609,19,1
484506,484506 (2008 ER7),20.17,0.2457847746,0.5495914639,0.0376916329,0.11351049649565216,24.1111319406,23,1
484976,484976 (2009 UN3),18.52,0.5254785303,1.1750057146,0.0199497606,0.22558595183846153,29.0492426268,13,1
486607,486607 (2013 KY1),17.83,0.7220295577,1.6145071727,0.2797933219,0.3505933703,15.4372624975,12,0
486692,486692 (2013 VC13),19.37,0.3552670883,0.7944013596,0.0608692783,0.27960883701384615,33.0405779862,65,0
483468,483468 (2002 JY8),18.02,0.6615382752,1.4792445531,0.0934826247,0.2986035770647058,25.0244732333,17,0
483471,483471 (2002 LS32),18.31,0.5788352575,1.2943149835,0.1256822724,0.3164204890018182,34.3601660233,55,0
483472,483472 (2002 NX),19.24,0.3771854893,0.8434123941,0.1032725184,0.1538136976857143,14.9847357188,7,0
483504,483504 (2002 XN14),20.2,0.2424124811,0.5420507863,0.095370052,0.26216102189999996,21.1039793974,25,0
483662,483662 (2005 EY223),19.36,0.3569069267,0.7980681497,0.2160775825,0.3167035375777777,20.2051730611,18,0
483878,483878 (2005 YS165),17.51,0.8366715019,1.8708543531,0.117037998,0.15380971561666668,19.9341487496,6,0
484757,484757 (2009 BL2),19.56,0.3255029858,0.727846803,0.1226873414,0.13757758771666664,10.294947314,6,0
484795,484795 (2009 DE47),18.55,0.5182686946,1.1588840318,0.1434034325,0.16262083292142854,14.5622502342,14,0
484850,484850 (2009 HF88),19.41,0.3487827332,0.7799019007,0.4697094701,0.48788954764000003,12.9358057725,5,0
485051,485051 (2010 CM44),19.32,0.3635423218,0.8129053443,0.1966071198,0.27868976437000004,7.3980805456,10,0
483423,483423 (2000 DO1),20.53,0.208235599,0.4656289548,0.0262198351,0.2678178351790323,37.2289210984,62,1
483432,483432 (2001 DF47),20.44,0.2170475943,0.4853331752,0.0171540921,0.2452864844026667,26.5694461714,75,1
483560,483560 (2004 BV1),19.27,0.3720103103,0.8318403423,0.1431194759,0.17408024278823528,15.2695548992,17,1
483856,483856 (2005 YV55),20.27,0.2347226375,0.5248557734,0.2231893969,0.32354455994705883,3.4852475731,17,0
484462,484462 (2008 CM20),21.46,0.135692229,0.303417048,0.0856219824,0.3276838778708862,21.1487778291,79,0
485823,485823 (2012 DF61),20.61,0.2007035141,0.4487867009,0.0696737501,0.3017720700719008,30.0120460186,121,0
487577,487577 (2014 YQ15),21.08,0.1616422833,0.3614431336,0.0093646788,0.2426899617463637,22.87958184,110,1
488450,488450 (1994 JX),16.87,1.1234531767,2.5121176727,0.1499756739,0.1499756739,18.8329747672,1,0
483453,483453 (2002 AN11),18.4,0.5553349116,1.2417666126,0.3345911854,0.39448840560000004,12.0553613126,17,0
483509,483509 (2003 CH11),19.47,0.3392774354,0.7586474087,0.187827873,0.3144446029166667,25.8122963251,12,0
483531,483531 (2003 UF22),20.13,0.2503542548,0.5598091321,0.1789979963,0.3051987038722222,9.3407215278,18,0
484402,484402 (2007 XH16),19.68,0.3080030213,0.6887156928,0.0151155195,0.08021114745384615,18.0543686,13,1
484403,484403 (2007 XF25),21.42,0.1382149359,0.3090579921,0.1921595544,0.1931256817,12.6036535208,2,0
485110,485110 (2010 HZ108),20.93,0.1732028271,0.3872932954,0.1156243154,0.30639008868860756,20.9992524546,79,0
486739,486739 (2014 EW24),19.6,0.3195618867,0.7145621017,0.1114529129,0.16060506299565216,16.2839833057,23,0
487583,487583 (2015 FJ36),22.19,0.0969515991,0.2167903661,0.021349754,0.2479653307868056,23.8016311244,144,0
488474,488474 (1999 HD1),20.32,0.229379698,0.5129085974,0.2144121662,0.32998622871028055,26.6944861215,107,0
488509,488509 (2000 UW13),20.61,0.2007035141,0.4487867009,0.1277549999,0.3615745175608107,19.542549452,74,0
488515,488515 (2001 FE90),20.71,0.191670368,0.428587972,0.0179582118,0.20693786600476188,22.089668112,21,1
488698,488698 (2003 XV10),19.62,0.3166321257,0.708010957,0.1034058275,0.3214196614424241,37.5463309399,66,0
488803,488803 (2005 GB120),20.48,0.2130860292,0.4764748465,0.07162779,0.3184970039355933,25.3540813586,177,0
488465,488465 (1998 HK1),19.84,0.2861244538,0.6397937287,0.2273475298,0.29823383243333335,5.792092261,15,0
488490,488490 (2000 AF205),21.9,0.1108038821,0.2477650126,0.0276012777,0.12005458259761903,14.0153508324,42,1
488615,488615 (2002 SR),21.64,0.1248978541,0.2792800919,0.0514221424,0.12429798052812496,10.3575081728,32,0
488636,488636 (2002 WY12),19.47,0.3392774354,0.7586474087,0.1315305743,0.29385980281249996,17.3448173943,16,0
488645,488645 (2003 OV),18.43,0.5477154309,1.2247289359,0.0891171986,0.26490015304400005,43.6012581418,25,0
488693,488693 (2003 WW87),16.93,1.0928359587,2.4436554919,0.1342523846,0.1625354102,27.0923183369,5,0
488789,488789 (2004 XK50),18.98,0.425162524,0.9506923052,0.0320778722,0.09229584569285713,33.515528537,14,1
488461,488461 (1996 FS1),20.28,0.233644185,0.5224442801,0.1277017478,0.28860472704193546,43.5430956591,31,0
488494,488494 (2000 JA3),18.74,0.4748483974,1.0617932956,0.2154052633,0.31955668289230765,8.2324253451,13,0
488453,488453 (1994 XD),19.24,0.3771854893,0.8434123941,0.0153404157,0.2300329118757576,35.3049262666,33,1
488580,488580 (2002 GK8),19.68,0.3080030213,0.6887156928,0.4234846848,0.44571379912068954,19.7395444278,29,0
490581,490581 (2009 WZ104),20.85,0.1797028549,0.4018277992,0.0302666753,0.09796947218181823,10.0145409307,33,1
490791,490791 (2010 VE1),19.85,0.2848098313,0.6368541435,0.3138599412,0.3858644109722222,3.4726634105,18,0
492143,492143 (2013 OE),17.65,0.7844314124,1.7540419619,0.0794446915,0.1303911458,9.654086644,4,0
494710,494710 (2005 MO13),20.75,0.1881719895,0.42076536,0.0440179528,0.12095876598235292,17.1484404011,51,1
495102,495102 (2011 UU106),18.82,0.4576726672,1.0233871954,0.1333801547,0.2599434718840001,22.106355887,25,0
495187,495187 (2012 VO76),21.05,0.1638909515,0.3664713084,0.0710903681,0.29416869963157893,27.0006318262,76,1
495858,495858 (2003 MJ4),18.83,0.4555698523,1.0186851583,0.0976281746,0.132395303775,12.4881080367,4,0
495959,495959 (2007 ML6),18.68,0.4881518917,1.0915408131,0.2133357051,0.3241632642692308,13.9699409689,13,0
495960,495960 (2007 MT20),18.83,0.4555698523,1.0186851583,0.1593741215,0.2959080662179487,29.6554180982,39,0
496013,496013 (2008 EL6),21.0,0.1677084622,0.3750075218,0.0198311953,0.24570860516333334,25.8398071032,30,1
496817,496817 (1989 VB),19.99,0.2670268771,0.5970902489,0.0173446341,0.22975828416521743,21.2298196279,23,1
496981,496981 (2002 RP28),21.38,0.1407845434,0.3148038092,0.1078367153,0.27921300001851856,20.1085718393,27,0
497245,497245 (2005 FH),17.63,0.7916896669,1.7702719124,0.1476418438,0.32688407006153847,31.8623758741,13,0
498068,498068 (2007 RT146),18.93,0.4350658314,0.9728367737,0.2233144944,0.34002492132727274,22.4512974601,33,0
498143,498143 (2007 TR65),18.8,0.4619074603,1.0328564805,0.2888984709,0.40912337591527786,35.0089478627,72,0
499998,499998 (2011 PT),24.01,0.0419329075,0.0937648318,0.0452479075,0.2949244093175,17.2012410658,80,0
500080,500080 (2011 WV134),17.19,0.9695159909,2.167903661,0.0292625157,0.09000913311666665,13.937431009,6,1
500749,500749 (2013 AP60),16.71,1.2093582639,2.7042072872,0.1329085038,0.28319787430500004,31.3891288001,20,0
489235,489235 (2006 QA58),20.32,0.229379698,0.5129085974,0.1641201594,0.17566308093333333,14.81758475,9,0
489337,489337 (2006 UM),18.5,0.5303407233,1.1858779086,0.1514969178,0.17186565198333334,13.987716334,6,0
489885,489885 (2008 HY37),18.68,0.4881518917,1.0915408131,0.114230792,0.1537317653125,19.5946981143,8,0
494658,494658 (2000 UG11),20.71,0.191670368,0.428587972,0.0157210479,0.11523934590714287,17.1821200725,14,1
494690,494690 (2004 JQ1),20.1,0.2538370294,0.5675968529,0.0387465614,0.26131291611666657,33.9865451876,78,1
494697,494697 (2004 SW55),20.77,0.1864468183,0.41690776,0.0747415764,0.1223513443333333,11.5186940002,21,1
495316,495316 (2014 GD45),20.81,0.1830437804,0.4092983358,0.1610785217,0.27255626050000004,17.6042057978,13,0
495615,495615 (2015 PQ291),17.69,0.7701139256,1.7220270881,0.181821025,0.18706481517272727,17.2045565137,11,0
496001,496001 (2007 VR183),17.53,0.8290008515,1.8537022573,0.2075425226,0.36350376956666675,25.359038211,9,0
496005,496005 (2007 XJ16),19.11,0.4004561582,0.8954471917,0.0293833398,0.07947955145555556,12.0223059253,9,1
496818,496818 (1993 RA),19.37,0.3552670883,0.7944013596,0.1701625243,0.1797461458,3.861351163,4,0
497096,497096 (2004 BW1),18.79,0.4640395282,1.0376239294,0.1329240191,0.16157396688333334,8.0185078434,6,0
497117,497117 (2004 FU4),18.34,0.57089334,1.2765563162,0.0081350255,0.07622935660833334,16.5296009839,12,1
497174,497174 (2004 TK10),21.52,0.131994239,0.2951480911,0.2573742622,0.3691423581035973,18.9773694823,139,0
497176,497176 (2004 TQ13),18.42,0.5502435705,1.2303820278,0.2991721705,0.3732625486625,6.659863185,8,0
499307,499307 (2009 WC52),18.68,0.4881518917,1.0915408131,0.1473860966,0.1674794006,7.2881028973,2,0
499496,499496 (2010 MR87),19.48,0.3377185972,0.7551617405,0.1478323343,0.17373848932857142,21.2646646437,7,0
499582,499582 (2010 TH19),20.53,0.208235599,0.4656289548,0.035393418,0.30474097085000007,18.8623354411,40,1
500136,500136 (2012 CO46),22.85,0.0715409951,0.1599705282,0.0893834324,0.32641528903559314,7.4102953816,59,0
503880,503880 (2000 YJ29),17.98,0.67383719,1.5067457626,0.3164766345,0.39676614690666673,42.9329910604,15,0
501243,501243 (2013 VG13),21.73,0.1198270801,0.2679414966,0.1029858543,0.30167427832641514,25.2095086327,159,0
501934,501934 (2014 XT3),18.18,0.6145468212,1.3741684676,0.1935667607,0.1935667607,6.9218221431,1,0
504025,504025 (2005 RQ6),19.0,0.4212646106,0.9419763057,0.1336041708,0.1471260298,10.3987072684,3,0
504034,504034 (2005 UJ159),17.56,0.8176265334,1.8282685088,0.0730948968,0.24078123882142854,42.9843908692,14,1
504256,504256 (2006 VD13),18.96,0.4290965044,0.9594889528,0.0315678811,0.080996146325,11.9098992726,8,1
506437,506437 (2000 WL10),18.27,0.5895966084,1.3183780956,0.1216165984,0.245804214825,19.9548297165,12,0
506459,506459 (2002 AL14),17.97,0.6769474811,1.513700585,0.0775918785,0.1367357415818182,13.9569729963,33,0
507366,507366 (2011 XO3),16.81,1.1549281758,2.5824979103,0.2684562045,0.38419174294999997,18.8221179498,6,0
508767,508767 (1993 BD2),18.2,0.6089126221,1.3615700154,0.4490187957,0.46734170105555556,13.7128063428,9,0
508772,508772 (1998 WP7),19.85,0.2848098313,0.6368541435,0.1197438173,0.1535479149333333,21.2493469988,24,0
508786,508786 (2000 BL19),20.07,0.2573682542,0.5754929116,0.1341240236,0.2766200182466667,23.6678695041,15,0
508997,508997 (2005 FL4),17.12,1.0012786977,2.2389272325,0.236739315,0.32373277368125,26.4177165948,16,0
509191,509191 (2006 OC5),19.25,0.3754524794,0.8395372662,0.0594548358,0.21769924157272727,28.2474066145,22,1
503911,503911 (2002 FD6),22.89,0.0702352248,0.157050737,0.003668245,0.2563882906717948,25.0118534676,78,0
503941,503941 (2003 UV11),19.62,0.3166321257,0.708010957,0.0129524838,0.27664832805573775,41.2066938267,61,1
503966,503966 (2004 RX109),18.34,0.57089334,1.2765563162,0.2164032434,0.40053893754230774,40.5476752034,26,0
504074,504074 (2006 AD),16.64,1.2489785407,2.7928009194,0.1725910805,0.18440203386842105,34.4275563771,19,0
504505,504505 (2008 MH1),18.3,0.5815070396,1.30028927,0.1242952618,0.13906918,8.4150253044,3,0
504711,504711 (2009 SP171),19.27,0.3720103103,0.8318403423,0.0836792891,0.1314141674692308,19.5237321943,13,0
505093,505093 (2011 VQ5),20.2,0.2424124811,0.5420507863,0.2215005253,0.3336762839000001,3.4022453943,15,0
505169,505169 (2012 SQ56),17.79,0.7354530894,1.644523102,0.3326523418,0.4003019788333333,17.2013659926,3,0
506491,506491 (2003 UW29),20.69,0.193443872,0.4325536477,0.0362848027,0.09857049850689656,35.725544361,29,1
507422,507422 (2012 QB17),20.1,0.2538370294,0.5675968529,0.1866243485,0.18886419659999998,3.7274355148,4,0
508908,508908 (2003 YX1),20.95,0.1716148941,0.3837425691,0.0181764409,0.268995789114375,23.1955242549,160,1
509192,509192 (2006 OD7),19.26,0.3737274319,0.8356799428,0.1063120029,0.13903120679090908,16.507385349,11,0
509352,509352 (2007 AG),20.14,0.2492039814,0.5572370428,0.005018925,0.10569803596923079,13.5302255459,52,1
489203,489203 (2006 JT),18.65,0.4949427609,1.1067256584,0.3018123837,0.38744955475833337,22.5623659805,12,0
489486,489486 (2007 GS3),19.4,0.3503926411,0.7835017643,0.0215739981,0.11148430318235293,12.355633441,34,1
490354,490354 (2009 FF19),21.41,0.138852907,0.310484539,0.0883332518,0.14701149864000002,9.8099654275,15,1
494706,494706 (2005 GL9),16.67,1.2318419127,2.7544822542,0.1703557581,0.1703557581,34.291120866,1,0
494713,494713 (2005 OU2),19.41,0.3487827332,0.7799019007,0.1222357426,0.16146262483333332,29.9857013798,15,0
494880,494880 (2008 SQ7),19.84,0.2861244538,0.6397937287,0.1510887458,0.17396416520000002,12.7818012194,17,0
494975,494975 (2009 WO106),19.06,0.4097839804,0.9163048363,0.0875760479,0.12975697437142858,16.3630964086,14,0
495021,495021 (2010 SH15),22.7,0.0766575574,0.1714115092,0.2573015266,0.2780586505,3.9689181933,91,0
495168,495168 (2012 HC34),20.35,0.2262324906,0.5058712276,0.4237761983,0.45129947487999994,21.1825882284,15,0
495417,495417 (2014 SO143),19.83,0.2874451443,0.6427468824,0.2525008782,0.3365923797125,2.3105542874,16,0
496816,496816 (1989 UP),20.54,0.2072788434,0.4634895841,0.0051986916,0.2274106697045455,21.9823242335,22,1
496837,496837 (1998 SB15),20.83,0.1813656249,0.4055458661,0.1111146298,0.32029097121914907,18.0563520887,94,0
496861,496861 (2000 BE19),18.07,0.6464798256,1.4455728362,0.1950790255,0.1983782585142857,12.07794689,7,0
496869,496869 (2000 QU7),18.15,0.6230960191,1.3932850552,0.1465757351,0.17349078510000002,21.7402452766,10,0
497025,497025 (2003 QW30),20.7,0.1925550782,0.4305662442,0.0683172864,0.2972937455500001,24.6857170664,140,0
497113,497113 (2004 EK1),22.29,0.0925880583,0.2070331923,0.0357879033,0.10673789906071428,11.8634164813,28,0
497236,497236 (2005 EJ94),19.15,0.3931470096,0.8791034386,0.2243564535,0.3522418063736842,16.6073697222,19,0
497626,497626 (2006 QT89),20.06,0.2585562121,0.5781492662,0.0613427931,0.3126400613230768,30.2196907127,52,0
500094,500094 (2012 BC20),18.68,0.4881518917,1.0915408131,0.1471162135,0.16868338828888887,15.3062645647,9,0
503861,503861 (1998 WZ1),19.97,0.2694976463,0.602615057,0.0761670366,0.17279043979411765,17.9018260624,17,1
